estado;alta;ruc;cliente;ubigeo;direccion;tamaño;actividad;ms_us;latitud;longitud
Vigente;29/05/2026;20612719030;UMALLIQ E.I.R.L.;Lima Lima Ate;"AV. MARISCAL DOMINGO NIETO NRO. 108 LIMA - LIMA - SAN
LUIS PISO 2";ND;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-12.07053639;-76.98830056
Vigente;2/06/2026;20603570503;OYOLA ASOCIADOS S.A.C.;Lima Lima Los Olivos;JR. LA UNIDAD NRO. 7938 PISO 2  URB. PRO (LA 1RA ENTRADA DE PRO) LIMA - LIMA - LOS OLIVOS;Micro Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-11.93697415;-77.07278913
Vigente;4/06/2026;20601147255;CORPORACION GASTRONOMICA XIME E.I.R.L.;Lima Lima Chorrillos;AV. JOSE ANTONIO LAVALLE MZA. D LOTE. 23 URB. SAN JUAN BAUTISTA LIMA - LIMA - CHORRILLOS (PISO 1);Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.1960756;-77.00472491
Vigente;30/05/2026;10701104591;DE LA CRUZ QUIJANO LUCY KIARA;LIMA LIMA JESUS MARIA;AV SAN FELIPE 526 OFICINA 1304 TORRE III (JESUS MARIA, LIMA, LIMA);ND;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS;US;-12.0835572;-77.05369735
Vigente;2/06/2026;20306302621;ARELLANO INVESTIGACION DE MARKETING S.A.;Lima Lima Miraflores;AV. PASEO DE LA REPUBLICA NRO. 3952, MIRAFLORES, LIMA, LIMA;Mediana Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.1051738;-77.02777286
Vigente;1/06/2026;20609684527;INVERSIONES CHEPOS S.A.C.;LIMA LIMA SAN MARTIN DE PORRES;AVENIDA GERMAN AGUIRRE UGARTE 982 URBANIZACION SAN GERMAN (SAN MARTIN DE PORRES, LIMA, LIMA);ND;;US;-12.01813359;-77.07442394
Vigente;3/06/2026;20554020942;ONCOVIP E.I.R.L.;Lima Lima San Borja;CALLE JUAN LORENZO BERNINI 352 URBANIZACION SAN BORJA (SAN BORJA, LIMA, LIMA) PISO 1;Micro Empresa;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;MS;-12.09242402;-77.00803755
Vigente;1/06/2026;20145915164;ASOCIACION PERUANA DE LA IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS;Lima Lima Ate;CALLE AJENJOS NRO 132 PISO 1 DPTO 0 MZ. 0 LT. 0 URB. RESIDENCIAL SALAMANCA BARRIO NN, ATE, LIMA, LIMA;Gran Empresa;ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS;US;-12.07957749;-76.98123252
Vigente;1/06/2026;20145915164;ASOCIACION PERUANA DE LA IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS;Lima Lima San Juan de Miraflores;JR. FAUSTINO SILVA NRO 716 PISO 1 FUNDO - BARRIO -, SAN JUAN DE MIRAFLORES, LIMA, LIMA;Gran Empresa;ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS;US;-12.15252126;-76.96642388
Vigente;5/06/2026;20609796660;JUANACHA PRODUCCIONES S.A.C.;Lima Lima La Victoria;AV. MEXICO NRO. 1380 PISO 1 - LIMA - LA VICTORIA;Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.07319004;-77.0151566
Vigente;1/06/2026;20122774156;ALDIDENT SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA ALDIDENT S.R.L.;Lima Lima La Molina;AV. FLORA TRISTAN NRO. 588 URB. SANTA PATRICIA II (SEGUNDO PISO - FRENTE A SUNARP) LIMA - LIMA - LA MOLINA;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;MS;-12.06875356;-76.94261949
Vigente;1/06/2026;20613365118;RODIL MENACHO ASOCIADOS S.A.C.;Lima Lima Chorrillos;AVENIDA MARTIR JOSE OLAYA 225 URBANIZACION HUACRACHUCO (CHORRILLOS, LIMA, LIMA)JOSE OLAYA 225 (TORRE A Y TORRE B) TORRE A PISO 1 DPTO 1;Micro Empresa;OTRAS ACTIVIDADES DE ATENCION DE LA SALUD HUMANA;MS;-12.16622198;-77.02466569
Vigente;3/06/2026;20601157692;GRANELES Y ENSACADOS DEL PERU E.I.R.L.;Lima Lima Puente Piedra;MZA. C LOTE. 2 URB. NARANJITO, PISO 1 (ALT. PARADERO ROSALUZ) LIMA - LIMA - PUENTE PIEDRA;Micro Empresa;VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS;US;-11.8793176;-77.06853558
Vigente;2/06/2026;20610830804;CHICKEN LOS TARRILLO S.A.C.;Lima Lima Lince;AVENIDA MILITAR 2001 PISO 1 (LINCE, LIMA, LIMA);Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.08439888;-77.03132191
Vigente;2/06/2026;20610042644;6 FUSION SOCIEDAD ANONIMA CERRADA;Lima Lima Santiago de Surco;CA ALEXANDER FLEMING 181 P:1 INT:B URB. RESIDENCIAL HIGUERETA (SANTIAGO DE SURCO, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.121173;-76.996661
Vigente;30/05/2026;20601397120;LOVE DECO STORES S.A.C. . .;Lima Lima Ate;AV. INDUSTRIAL 260 PISO 2 URB. INDUSTRIAL LA AURORA - ATE(ATE, LIMA, LIMA);Pequeña Empresa;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;US;-12.06489605;-76.98271993
Vigente;30/05/2026;20550088330;NEW ATHLETIC GROUP S.A.C.;Lima Lima La Victoria;CALLE EVARISTO SAN CRISTOBAL 1583 EL PORVENIR (LA VICTORIA, LIMA, LIMA) PISO SOTANO;Gran Empresa;VENTA AL POR MAYOR DE PRODUCTOS TEXTILES PRENDAS DE VESTIR Y CALZADO;US;-12.06707532;-77.0135598
Vigente;1/06/2026;20615489337;CONDUCTOR Y SALUD E.I.R.L.;Lima Lima Los Olivos;CAL.DAVID ALVA MZA. H LOTE. 5 URB. CAJABAMBA LIMA - LIMA - LOS OLIVOS - PISO 2;ND;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-11.99177924;-77.08008035
Vigente;1/06/2026;20614411016;AESTHETIC XPERT SCIENTIFIC LAB E.I.R.L.;Lima Lima Santiago de Surco;AV. CIRCUNVALACION CLUB GOLF LOS INCAS NRO. 206 INT. 905-A URB. CLUB GOLF LOS INCAS LIMA - LIMA - SANTIAGO DE SURCOEDIFICIO CENTRO EMPRESARIAL LOS INCAS (TORRE 2 Y 3) TORRE 2 PISO 9 DPTO 905;Micro Empresa;OTROS TIPOS DE ENSEÑANZA NO CLASIFICADOS PREVIAMENTE;MS;-12.081006;-76.966495
Vigente;29/05/2026;20601279020;TECHNICAL INSPECTION COMPANY S.A.C.;LIMA LIMA JESUS MARIA;AV. JOSE FAUSTINO SANCHEZ CARRION NRO. 615 INT. 609 URB. SAN FELIPE (ALTURA DEL METRO DE PERSING) LIMA - LIMA - JESUS MARIAEDIFICIO VERTICE 22 TORRE 1 PISO 5 DPTO 609;Pequeña Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.08957033;-77.05820824
Vigente;2/06/2026;20608013360;NEOHM S.A.C.;Lima Lima Miraflores;ITALIA 237 (MIRAFLORES, LIMA, LIMA);Mediana Empresa;ACTIVIDADES DE SERVICIOS DE SISTEMAS DE SEGURIDAD;MS;-12.12445703;-77.03530381
Vigente;1/06/2026;20507762809;SANDWICHES MONSTRUOS S.A.C. . .;Lima Lima Santiago de Surco;AV.MANUEL OLGUIN 191 SANTIAGO DE SURCO;Mediana Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.08648409;-76.97202018
Vigente;6/06/2026;20605218637;DRAS. GUERRERO DENTAL S.A.C.;Lima Lima Santiago de Surco;AVENIDA LA ENCALADA 1420 LIMA POLO HUNT (SANTIAGO DE SURCO, LIMA, LIMA)  PISO 6 POLO HUNT INT. 606EDIFICIO POLO HUNT 1420 TORRE 1 PISO 6 DPTO 606;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.10242009;-76.97032183
Vigente;29/05/2026;20608856090;SPACIO D'TALLES S.A.C.;Lima Lima Miraflores;OTR.AV.REPUBLICA DE PANAMÁ NRO. 5786 (OFICINA 803)  LIMA - LIMA - MIRAFLORESEDIFICIO ROOSVELT (REPUBLICA DE PANAMA 5790) TORRE 1 PISO 8 DPTO 803;Pequeña Empresa;VENTA AL POR MENOR DE APARATOS ELECTRICOS DE USO DOMESTICO MUEBLES EQUIPO DE ILUMINACION Y OTROS ENSERES EN COMERCIOS ESPECIALIZADOS;US;-12.12141038;-77.01843423
Vigente;1/06/2026;20609343754;MEDICKAL CENTER S.A.C.;Lima Lima Santa Anita;AVENIDA GRAN CHIMU 526 COOPERATIVA CHANCAS DE ANDAHUAYLAS (SANTA ANITA, LIMA, LIMA);Micro Empresa;VENTA AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN COMERCIOS ESPECIALIZADOS;MS;-12.04057657;-76.96350398
Vigente;30/05/2026;20609942984;IMPORTACIONES SUMAK E.I.R.L.;Lima Lima Comas;PJ. JOSE SEGUNDO ROCA NRO. 374 PISO 2 URB. EL RETABLO ET. CUATRO (COMAS, LIMA, LIMA);Micro Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;US;-11.92952099;-77.0558699
Vigente;2/06/2026;20517673731;INSTITUTO PERUANO DE HEMODINAMICA Y CARDIOLOGIA INTERVENCIONISTA S.A.C. IPHCI S.A.C.;Lima Lima San Isidro;CALLE CARLOS FERREYROS 151 PISO 2 (SAN ISIDRO, LIMA, LIMA);Pequeña Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.08978605;-77.00812732
Vigente;29/05/2026;20614523337;IAPRENDE SOCIEDAD ANONIMA CERRADA;LA LIBERTAD TRUJILLO TRUJILLO;AV. AMÉRICA OESTE 801 PISO 14 (TRUJILLO, TRUJILLO, LA LIBERTAD);Mediana Empresa;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NO CLASIFICADOS PREVIAMENTE;US;-8.104599388;-79.04604018
Vigente;29/05/2026;20524576539;INVERSIONES PERIQUITA E.I.R.L;Lima Lima Ate;CL. BELGICA 134 PISO 4 URB. LOS PORTALES JAVIER PRADO. ATE;Micro Empresa;VENTA AL POR MENOR DE PRENDAS DE VESTIR CALZADO Y ARTICULOS DE CUERO EN COMERCIOS ESPECIALIZADOS;MS;-12.04116935;-76.92978766
Vigente;28/05/2026;20498619747;FLOBA REFRIMAX S.R.L.;AREQUIPA AREQUIPA MIRAFLORES;CAL.ANCON NRO. 112 AREQUIPA - AREQUIPA - MIRAFLORES;Micro Empresa;FABRICACION DE OTROS TIPOS DE EQUIPO ELECTRICO;US;-16.40033418;-71.51361974
Vigente;29/05/2026;15609544063;GAO XIANGPING XIANGPING;Lima Lima Breña;AVENIDA REPUBLICA DE VENEZUELA 892 URBANIZACION CHACRA COLORADA (BREÑA, LIMA, LIMA)PISO 3;Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.05464853;-77.04618556
Vigente;28/05/2026;20125474129;INVERSIONES KIMER S.R.LTDA.;Lima Lima Pueblo Libre;JR. CASTILLA 1401 LIMA - LIMA - PUEBLO LIBRE PISO 1 INT. 1403;Mediana Empresa;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES NO CLASIFICADOS PREVIAMENTE;MS;-12.08383623;-77.07112157
Vigente;28/05/2026;20612837377;MEDICAL BECKER E.I.R.L.;Lima Lima Comas;AVENIDA LOS ANGELES 416 SANTA LUZMILA ETAPA 1 (COMAS, LIMA, LIMA);ND;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;MS;-11.93789735;-77.06322259
Vigente;28/05/2026;20125474129;INVERSIONES KIMER S.R.LTDA.;Lima Lima San Miguel;JR. MARISCAL AGUSTIN GAMARRA NRO. 260 URB. MIRAMAR (260- 262) LIMA - LIMA - SAN MIGUEL PISO 1;Mediana Empresa;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES NO CLASIFICADOS PREVIAMENTE;MS;-12.08358691;-77.09612642
Vigente;28/05/2026;20125474129;INVERSIONES KIMER S.R.LTDA.;Lima Lima Santiago de Surco;AV. CAMINOS DEL INCA NRO. 2615 URB. MONTERICO SUR LIMA - LIMA - SANTIAGO DE SURCO PISO 1;Mediana Empresa;OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES NO CLASIFICADOS PREVIAMENTE;MS;-12.13841165;-76.9842216
Vigente;5/06/2026;10062754961;AGUILAR PADILLA CARLOS RUBEN;Lima Lima Santiago de Surco;JR. CRUZ DEL SUR 140-154) LIMA - LIMA - SANTIAGO DE SURCOEDIFICIO TIME (SURCO) TORRE 1 PISO 12 DPTO 1209EDIFICIO TIME (SURCO) TORRE 1 PISO 12 DPTO 1209;ND;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.0853964;-76.97252383
Vigente;28/05/2026;20510055625;CORPORACION GROUP FOOD SAC;Lima Lima San Juan de Miraflores;CAL.LEONCIO PRADO MZA. R LOTE. 12 URB. VALLE SHARON LIMA - LIMA - SAN JUAN DE MIRAFLORES (PISO 2);Pequeña Empresa;ELABORACION DE PRODUCTOS LACTEOS;US;-12.17040922;-76.96513222
Vigente;29/05/2026;20521841771;CORPORACION EDUCATIVA LINCOLN SOCIEDAD ANONIMA CERRADA;Lima Lima San Juan de Miraflores;CALLE JUSTO NAVEDA 473 PISO 1 URBANIZACION SAN JUAN ZONA B (SAN JUAN DE MIRAFLORES, LIMA, LIMA);Micro Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;MS;-12.16584922;-76.97241566
Vigente;30/05/2026;20521841771;CORPORACION EDUCATIVA LINCOLN SOCIEDAD ANONIMA CERRADA;Lima Lima San Juan de Miraflores;CALLE JUSTO NAVEDA 473 PISO 2 URBANIZACION SAN JUAN ZONA B (SAN JUAN DE MIRAFLORES, LIMA, LIMA);Micro Empresa;ENSEÑANZA SECUNDARIA DE FORMACION GENERAL;MS;-12.16584922;-76.97241566
Vigente;29/05/2026;20606360071;UV3 FARMA E.I.R.L.;LIMA LIMA LIMA;OTR.UNIDAD VECINAL 3 LOTE. 3D C.V. UNIDAD VECINAL LIMA - LIMA - LIMAUNIDAD VECINAL 3 TORRE 1 PISO 1 DPTO 1 TORRE 1 PISO 1 DPTO/INTERIOR 1UNIDAD VECINAL 3 TORRE 1 PISO 1 DPTO 1;Micro Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;MS;-12.05173065;-77.08143882
Vigente;29/05/2026;20601067995;TAILONG IMPORT EXPORT S.A.C;LIMA LIMA LIMA;"AVENIDA MARISCAL OSCAR RAIMUNDO BENAVIDES 790 NIÑO
JESUS LIMA, LIMA, LIMA PISO 1";Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.04714987;-77.05191276
Vigente;29/05/2026;10423234861;BERNABE PAYANO WILMER;Lima Lima Lince;AV. JUAN PARDO DE ZELA 634 (PISO 1) LIMA - LIMA - LINCE;ND;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.08300997;-77.02994815
Vigente;29/05/2026;20549543449;CONSULTORES EN TECNOLOGIA DE INFORMACION Y COMUNICACIONES S.A.C.;Lima Lima Lince;AV. AREQUIPA NRO. 1860 (LINCE, LIMA, LIMA)EDIFICIO IQ LINCE TORRE 1 PISO 9 DPTO 908;Mediana Empresa;OTRAS ACTIVIDADES DE TECNOLOGIA DE LA INFORMACION Y DE SERVICIOS INFORMATICOS;MS;-12.08309574;-77.03483482
Vigente;29/05/2026;20557832506;ATENPAR SOLUCIONES S.A.C.;Lima Lima Independencia;CALLE HUAYTAPAMPA 354 PISO 1 TUPAC AMARU (INDEPENDENCIA, LIMA, LIMA);Micro Empresa;INSTALACIONES ELECTRICAS;MS;-11.97055701;-77.0461711
Vigente;2/06/2026;20615800512;LOMITA PERU S.A.C.;Lima Lima Barranco;PASAJE HERNANDO DE LAVALLE 122 1 ER PISO (BARRANCO, LIMA, LIMA);ND;;US;-12.15267621;-77.0229216
Vigente;27/05/2026;20148068900;COOPERATIVA DEL CENTRO COMERCIAL 28 DE JULIO DE MANZANILLA LTDA.;LIMA LIMA LIMA;AV. 28 DE JULIO NRO. 2763 (4TO PISO OFICINA PRINCIPAL) LIMA - LIMA - LIMA;Micro Empresa;ACTIVIDADES DE OTRAS ASOCIACIONES NO CLASIFICADOS PREVIAMENTE;US;-12.06097761;-77.01366064
Vigente;28/05/2026;20606360071;UV3 FARMA E.I.R.L.;CALLAO CALLAO CALLAO;"AV. OSCAR R. BENAVIDES 3130, DPTO 403 BLOQUE B - LIMA - CERCADO
ALAMOS DEL PRADO TORRE B PISO 4 DPTO 403";Micro Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;MS;-12.04980327;-77.08007371
Vigente;28/05/2026;20608013360;NEOHM S.A.C.;Lima Lima Santiago de Surco;JIRON ENRIQUE LEON GARCÍA 508(SANTIAGO DE SURCO, LIMA, LIMA);Mediana Empresa;ACTIVIDADES DE SERVICIOS DE SISTEMAS DE SEGURIDAD;MS;-12.1254888;-76.99505674
Vigente;28/05/2026;10239462401;MEDINA HUAMAN DE ARCOS DOLORES;Lima Lima San Juan de Miraflores;CALLE MAXIMILIANO CARRANZA 521 SAN JUAN ZONA D (SAN JUAN DE MIRAFLORES, LIMA, LIMA)-3ER PISO;ND;PUBLICIDAD;US;-12.15608129;-76.97216285
Vigente;28/05/2026;20608013360;NEOHM S.A.C.;Lima Lima Pueblo Libre;CALLE SANTA MARTHA 177 (PUEBLO LIBRE, LIMA, LIMA);Mediana Empresa;ACTIVIDADES DE SERVICIOS DE SISTEMAS DE SEGURIDAD;MS;-12.08159591;-77.06831736
Vigente;28/05/2026;20602550291;VITAL ALIMENTACION S.A.C. . .;LA LIBERTAD TRUJILLO VICTOR LARCO HERRERA;AVENIDA EL GOLF 140 PISO 1 (VICTOR LARCO HERRERA, TRUJILLO, LA LIBERTAD);Mediana Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-8.133672215;-79.03808014
Vigente;27/05/2026;20606067691;PORTERO SEGURO S.A.C;Lima Lima San Borja;CALLE FRAY ANGÉLICO 264, SAN BORJA;Mediana Empresa;ACTIVIDADES DE SERVICIOS DE SISTEMAS DE SEGURIDAD;MS;-12.0956426;-76.99613809
Vigente;29/05/2026;20515065378;CAMBRILS INVERSIONES S.A.C;Lima Lima Santiago de Surco;CA DE LA MOLINA ALONSO 1131 URB LIMA POLO HUNT -PISO 1- SANTIAGO DE SURCO;Micro Empresa;CONSTRUCCION DE EDIFICIOS;US;-12.10754744;-76.9667882
Vigente;3/06/2026;20612306959;THE HOUSE NHQP E.I.R.L.;Lima Lima San Isidro;"CAL. AMADOR MERINO REYNA NRO. 368 PISO 1 LIMA - LIMA -
SAN ISIDRO";Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.09260913;-77.02744344
Vigente;27/05/2026;20512528458;SHALOM EMPRESARIAL S.A.C.;CALLAO CALLAO VENTANILLA;PLAZA CÍVICA DE VENTANILLA;Gran Empresa;TRANSPORTE DE CARGA POR CARRETERA;MS;-11.87840091;-77.12766403
Vigente;28/05/2026;20334679404;CONSORCIO PERSA S.A.C.;Lima Lima Santiago de Surco;"JIRON EL POLO 661 - 703 CONDOMINIO LIBERTY, PISO 1 INT 4, LIMA - 
SANTIAGO DE SURCO LIBERTY TORRE 1 PISO 1 DPTO 4";Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.10173811;-76.97196776
Vigente;28/05/2026;20100734568;NOMACO S A;Lima Lima Miraflores;AV. LA MAR 638 (EDIFICIO SOHO 2) PISO 4 OFC 403, MIRAFLORES, LIMA, LIMAEDIFICIO SOHO 2 TORRE 1 PISO 4 DPTO 403;Micro Empresa;VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCION O POR CONTRATA;US;-12.11438225;-77.04448689
Vigente;28/05/2026;20154817655;PARROQUIA DE LA SAGRADA FAMILIA;CALLAO CALLAO BELLAVISTA;CAL.ANGEL ARATA NRO. S/N (INTERSECCION ARS FAU) PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO - PISO 2;Micro Empresa;ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS;US;-12.05406184;-77.09336762
Vigente;27/05/2026;10100714642;ALVITES JULIAN MARIA ISABEL;Lima Lima Los Olivos;JIRON CHACAS N° 901 PISO 1 URBANIZACIÓN MERCURIO LOS OLIVOS - LIMA;Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-11.99317539;-77.07277707
Vigente;27/05/2026;20609308100;GRUPO INMOBILIARIO MY LAND SOCIEDAD ANONIMA CERRADA;Lima Lima San Isidro;AV JAVIER PRADO ESTE 330 PISO 2 SAN ISIDRO;Micro Empresa;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;US;-12.09226704;-77.03069851
Vigente;27/05/2026;20609308100;GRUPO INMOBILIARIO MY LAND SOCIEDAD ANONIMA CERRADA;Lima Lima San Isidro;AV JAVIER PRADO ESTE 330 PISO 3 SAN ISIDRO;Micro Empresa;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;US;-12.09226704;-77.03069851
Vigente;30/05/2026;20376684432;GLESENER CARGO S.R.LTDA;Lima Lima Santiago de Surco;CALLE 4 SECTOR 2 MZ F1 PISO 3 PROCERES  (SANTIAGO DE SURCO, LIMA, LIMA);Micro Empresa;TRANSPORTE DE CARGA POR CARRETERA;MS;-12.1522013;-76.98739371
Vigente;27/05/2026;20554843841;URBAN KITCHEN S.A.C.;Lima Lima Miraflores;C. BERLÍN N° 644 TDA R101, MIRAFLORES;Pequeña Empresa;ACTIVIDADES DE APOYO A LA ENSEÑANZA;US;-12.11982491;-77.03633409
Vigente;26/05/2026;20609199718;HELIOPOTASSE LATAM SOCIEDAD ANONIMA CERRADA;Lima Lima Miraflores;AV. MARISCAL JOSÉ DE LA MAR 750 OFICINA 305 URBANIZACION SANTA CRUZ, (MIRAFLORES, LIMA, LIMA)EDIFICIO EMPRESARIAL LABOK TORRE 1 PISO 3 DPTO 305;Micro Empresa;VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS;US;-12.11355985;-77.04532597
Vigente;26/05/2026;20609962985;SOLUTION WASI E.I.R.L.;LIMA LIMA JESUS MARIA;JIRON CORONEL CAMILO CARRILLO 107 URBANIZACION SANTA BEATRIZ (JESUS MARIA, LIMA, LIMA);ND;ACTIVIDADES VETERINARIAS;US;-12.07373056;-77.03753833
Vigente;26/05/2026;20509029866;DESARROLLO INDUSTRIAL EN POLIMEROS S.A.C;LIMA LIMA LIMA;CAL.ALEMANIA NRO. 2316 DPTO. 101 URB. CHACRA RIOS NORTE LIMA - LIMA - LIMA -(PISO 3);Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.04900685;-77.06183615
Vigente;30/05/2026;20602898866;J R TECHNOLOGY SOLUTIONS S.A.C.;Lima Lima Lince;JR. GRAL. JOSE MARIA CORDOVA NRO. 2006 INT. 701 URB. RISSO (CENTRO EMPRESARIAL JOSE LEAL) LIMA - LIMA - LINCE;Micro Empresa;VENTA AL POR MAYOR DE EQUIPO PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES;MS;-12.08532308;-77.03813473
Vigente;25/05/2026;20608376900;SJ PICOSEG S.A.C.;Lima Lima San Juan de Miraflores;PASAJE ENRIQUE VILLAR 640 PISO 2, ZONA E3-B, SAN JUAN DE MIRAFLORES;Pequeña Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.16173372;-76.966566
Vigente;26/05/2026;20509029866;DESARROLLO INDUSTRIAL EN POLIMEROS S.A.C;LIMA LIMA LIMA;JIRON IGNACIO ALVAREZ THOMAS 1293 URBANIZACION CHACRA RIOS NORTE (LIMA, LIMA, LIMA) - PISO 2;Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;MS;-12.04986223;-77.06053211
Vigente;28/05/2026;20603899718;GESTION DE PROYECTOS GREEN PERU E.I.R.L.;Lima Lima Carabayllo;CAL.13 MZA. F1 LOTE. 14 URB. SANTO DOMINGO, LIMA - LIMA - CARABAYLLO - PISO 2;Micro Empresa;SUMINISTRO DE VAPOR Y DE AIRE ACONDICIONADO;US;-11.87173536;-77.03100937
Vigente;27/05/2026;20614678497;SAP GOD MODE S.A.C.S.;AREQUIPA AREQUIPA MARIANO MELGAR;C. CAHUIDE 205 2DO PISO MARIANO MELGAR (MARIANO MELGAR, AREQUIPA, AREQUIPA);ND;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-16.404584;-71.50191
Vigente;3/06/2026;20100918618;ASOCIACION DE SCOUTS DEL PERU;Lima Lima Miraflores;AVENIDA AREQUIPA 5130 URBANIZACION CERCADO DE MIRAFLORES (MIRAFLORES, LIMA, LIMA) PISO 1;Micro Empresa;OTRAS ACTIVIDADES DEPORTIVAS;US;-12.11732479;-77.02945895
Vigente;27/05/2026;20604856834;ADMINISTRACION DE EDIFICIOS Y CONDOMINIOS SAJOMA S.A.C. SAJOMA S.A.C.;Lima Lima La Molina;CALLE EL CORTIJO 124 LAS VIÑAS (LA MOLINA, LIMA, LIMA);Pequeña Empresa;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NO CLASIFICADOS PREVIAMENTE;US;-12.09990846;-76.94910608
Vigente;30/05/2026;20206119366;PENTAX INTERNACIONAL SOCIEDAD ANONIMA CERRADA;Lima Lima Pueblo Libre;CAL.GENERAL JOSE RAMON PIZARRO NRO. 466 2DO PISO LIMA - LIMA - PUEBLO LIBRE (MAGDALENA VIEJA);ND;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-12.0703026;-77.06861214
